Data do comentário,Nome do hóspede,Número da reserva,Título do comentário,Comentário positivo,Comentário negativo,Pontuação de comentários,Funcionários,Limpeza,Localização,Comodidades,Conforto,Relação preço-qualidade,Resposta do alojamento
08-11-2025,9e88b067408182d0bd525120e9ba2607e19b0dfa17b48582d2d405fc52dc4a1a,59774e3795cf1ecf8c7bda51d9be4b0a833d7040e8688fd7a547fc83349731b4,"It was my first time in Lisbon so I don't know what are the best areas to stay,  but I really loved this hotel. The ","It was beautiful, charming and had lots of good places to eat and drink.",Nothing.,10,10.0,10.0,7.5,10.0,10.0,10.0,"Dear Teresa,
Thank you so much for your lovely review!
We’re thrilled to know that you enjoyed your first visit to Lisbon and that you loved our hotel and the surrounding area.
It was a pleasure having you with us, and we hope to welcome you back on your next trip to the city!
Kind regards,
Alecrim Team"
11-11-2025,30598429a243d163e24a64b125e7790c8ddac4da0262dcd5e64f4ce4a803b530,e6bad3159a574b9c33e8570ff925ca63409af5a6b20dc63dd3a073dd203a503d,,Tutto perfetto!,,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Gianna,
Thank you so much for your excellent rating!
We are truly delighted to know that everything met your expectations and that you enjoyed your stay with us. Your perfect score means a lot to our team.
We hope to have the pleasure of welcoming you back again soon!
Warm Regards,
Alecrim Team"
12-11-2025,53dcacf91f9b514c3712dcbd5f33ab4344f7792e33280fbca8dc4d4ec640768e,9ae34590bf90ba183a287da7605bb447cc6ca8a9b4291f9fd69e8007cb080c98,,"Sehr hÃ¼bsches Hotel, das Personal ist sehr herzlich und hilfsbereit, schÃ¶nes,grosses Zimmer, leckeres FrÃ¼hstÃ¼cksbuffet,zentrale Lage ",---,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Frauke,
Thank you so much for your wonderful review and for the perfect 10/10 rating!
Your kind words mean a lot to us, and we hope to have the pleasure of welcoming you back soon!
Warm Regards,
Alecrim Team"
13-11-2025,e133dae6f897c3b87d98027210e3e5afbae0388aaf82f2dc13a5267f185d1dad,65d4b688cb9fbf79069cff18b45c91cef28ccd238a473e7564133474f96f8a85,"Fantastic location with spacious, clean facilities and very friendly, helpful staff.","Fantastic location, spacious, clean room, friendly staff. ","Everything was very good. Minor things were no staff on duty from 10pm (?) until morning - this could be an issue during an emergency (fire alarm went off during storm). Room over looking road was noisy one night  following football game, but no problem other nights. ",9,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Pam,
Thank you very much for your review and for sharing such detailed feedback.
We’re delighted to hear that you enjoyed our location, the spacious and clean facilities, and our staff. It’s wonderful to know that overall everything was very good.
We also appreciate your comments regarding the reception schedule and the noise on the night of the football game. Your feedback is very valuable to us, as it helps us continue improving the experience for our guests.
Thank you again for staying with us, and we hope to have the pleasure of welcoming you back in the future!
Warm Regards,
Alecrim Team"
13-11-2025,2cfea1664006fe64dbab3ee6f73e7e462b928cab26a262c72adfb509c6138361,daa2e12100c36468752c65abed33660283a655dfc6d2470946ed392a215c2585,,"Pulizia, gentilezza dello staff, ottima la colazione e la posizione ",,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Stefania,
Thank you so much for your wonderful review and for the maximum rating!
Your kind words mean a great deal to us, and we hope to have the pleasure of welcoming you back again soon!
Warm Regards,
Alecrim Team"
14-11-2025,66d1478e548a2c3dbf7fe6baba7c8386d0cb2201330fb87f0e6e8ac0808351a5,2a708b9e1df6f235f8b5a47af3c4a9ac39bc8c7f7fa7a38e606405953fd48090,,,,8,7.5,10.0,10.0,7.5,10.0,7.5,
14-11-2025,39d547598eddb201b00e5fd4b05b53913e006cbb9d30501f25db713bfe6e76d8,f762c8332c8eb9727275a5b04abe7e2d10ab6e7764157c49e096c2b4e7f862de,,,,10,10.0,0.0,0.0,0.0,0.0,0.0,
16-11-2025,88e27fb4b1703bb2671edab87148ee492d8294d99a32895d39ec79fb27967480,61680894beef379dad43fe85dc3cd5837d838bff05e8e40d7668c4ddac8d7289,,,,9,10.0,10.0,10.0,10.0,10.0,10.0,
18-11-2025,e7dcee3cc63d170ba049da2c754a63ea55dcdd8d36f19c552cb59e0d4063b660,48524a817608505805d7b7dfe19c8aaf377dfde1eca07a79efe8baf04cc83980,"Highly recommend this hotel, great breakfast, comfortable room, friendly staff","Great breakfast, and they went out of their way to provide me delicious gluten-free bread so I could have it with my eggs :)","If i had to say anything, the bed mattress was a bit hard but it was still a very comfortable room !",9,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Alice,
Thank you so much for your lovely review and recommendation.
We appreciate your comment regarding the mattress; guest feedback is very important to us, and we will certainly take it into consideration.
Thank you again for staying with us, and we hope to have the pleasure of welcoming you back soon!
Warm Regards,
Alecrim Team"
18-11-2025,2a8a9d9de613f585b27f0aaea46cfa10cb4aa92c384dc0c5277a9497bbd2290d,8749b3ec38174083329cbc5dabfbb03263b113857cac4860163f9371ab464a87,,,,9,7.5,7.5,7.5,7.5,7.5,7.5,
18-11-2025,4d8ca8e59c813f36e0321f8b35d0b522a1b9840db6827abed9c90734a6cd31e5,e8c5d99e2ebcf6af9863f6e2ec0ed7f46a6be98e44e42444d416b40090c10127,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
19-11-2025,1453c97a060e713374331565270d87b99cca45defc80d0c2a0987e48e01a0f26,20754bd603d3df0dd494fa98cb12573ed65c6d76048361211204aa4b9d598bb0,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
19-11-2025,30598429a243d163e24a64b125e7790c8ddac4da0262dcd5e64f4ce4a803b530,13ccdccf37eccac5ce686c00544212d008015b62b2a292b94f10c4fee9ddcd78,,Tutto perfetto!,,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Gianna,
Thank you so much for your wonderful comment!
We’re delighted to know that everything was perfect during your stay. It truly means a lot to us.
We hope to welcome you back again soon!
Kind Regards,
Alecrim Team"
20-11-2025,c21930d2f4def5c36056b735b1983fa0be9b83a488a8ee3407b133cc95238d7d,779986ab1bd2c63a00cfe36de40411bb34cd342e7707f0199081846a530a33dd,,"Sehr schönes Hotel in ausgezeichneter Lage.
Das Frühstück war sehr gut, perfekter Service.
Die Zimmer geschmackvoll eingerichtet, Bett super bequem.
Einziger Wermutstropfen, wir hatten ein Zimmer ebenerdig zu einer Nebenstraße so das Passanten am Zimmerfenster vorbei liefen.",,9,10.0,10.0,10.0,10.0,7.5,7.5,"Dear Franziska,
Thank you very much for your wonderful review!
We also appreciate your comment regarding the ground-floor room facing the side street. Your feedback is valuable and helps us improve the experience for our guests.
Thank you again for staying with us, and we hope to have the pleasure of welcoming you back soon!
Warm Regards,
Alecrim Team"
20-11-2025,dbadfc88144b0c153a2d1bdf154681c857a237eb79d58df24e918bca6e17db05,2630b050a176d14cf7f82ca9bf9b133d6dce99ecea18ebd712fb92863b198aeb,,Außergewöhnlich freundliche Hotelmanager und ein mit vielen sehr scönen Details ausgestattetes Hotel.,,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Alexander,
Thank you so much for your wonderful review!
We’re thrilled to hear that you found our staff exceptionally friendly and appreciated the beautiful details throughout the hotel.
Your kind words mean a lot to us, and we hope to welcome you back very soon!
Warm Regards,
Alecrim Team"
22-11-2025,32dd948520d9d48412580aa9170a198ab7f1415e07783a9b05a4b7c17f85e41c,273a8f46ac840b45e85ce1cf12d5fe4d7e004f1f64f1f6ae11a319dfeb9d42fb,,"Almost everything, the breakfast was exceptional, the room was comfortable and the bathroom was well appointed. The staff are amazing everyone was so helpful ",1 small criticism there was very little long hanging space. It would be ok for casual clothes but not for dresses ,10,10.0,10.0,7.5,10.0,10.0,10.0,"Dear Babs,
Thank you very much for your lovely review!
We also appreciate your feedback regarding the limited hanging space. Your comments are very valuable and will help us improve the experience for future guests.
We hope to have the pleasure of welcoming you back soon!
Kind Regards,
Alecrim Team"
22-11-2025,8a7bb934c5f02796f893d6e6674faeba80ecc05dbdf8cea8bd217abe9879b917,8bb430031e1b53c7febd9be12ffdf730db3da02d192935f3b917a0bfc5cbe895,,La ubicación y la atención del personal,,9,10.0,10.0,10.0,7.5,10.0,10.0,"Estimada Jimena,
¡Muchas gracias por su comentario!
Nos alegra saber que disfrutó de nuestra ubicación y de la atención de nuestro personal.
Esperamos tener el placer de recibirle nuevamente muy pronto.
Saludos cordiales,
Alecrim Team"
23-11-2025,7982bfbe99bccb6f4d453ad7d522ac5c4500f7584737987bf931b489a2974167,fcd60928d2eb6040c16cfa567697055a5c051570d1f05529ddad0ba7956d79e9,Sehr schönes Hotel in bester Lage ,Die Lage und das sehr liebevoll sanierte und ausgestattete Gebäude ,De drei Stufen zur Toilette waren nachts schon ungewöhnlich ,9,10.0,7.5,10.0,10.0,10.0,10.0,"Dear Birgit,
Thank you very much for your review!
We’re delighted to hear that you enjoyed our location and the building.
We also appreciate your comment regarding the three steps to the bathroom, and we will take this into consideration to improve our guests’ experience.
We hope to welcome you back soon!
Kind Regards,
Gonçalo"
23-11-2025,907814bbbc15ea0ddb864ae1974e9fb43dac6dc588f62c6550c01c5b73c2098e,93d8fb8d5a695512f4eddcfceed80c876709e0dccc4aaf4dd6ac2b5543b6d8c4,"Glad we chose this place - great location, facilities, staff, breakfast and characterful interior.","Great location - very close to underground, waterfront, restaurants and shops. Historic building, beautifully decorated, spacious room. Breakfast was a delicious surprise. Staff were all super friendly and helpful.",,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Evelyn,
Thank you so much for your wonderful review!
We’re thrilled to hear that you’re glad you chose our hotel.
Your kind words mean a lot to us, and we hope to have the pleasure of welcoming you back soon!
Kind Regards,
Alecrim Team"
24-11-2025,904294d8c54b1c63e40832fa1d95bcde534b310df6d42882ce4baf28f3e0184a,eb60c80c3a1d3ebe8e361875a2a2dbbf03cf7916dfba12ed88d337cc4508a1a6,,"Great location
Excellent, friendly staff
Large, clean room
Superb breakfast ","The noise disturbance from room 1
The room is right next to the reception on the ground floor & we could hear every guest who checked in & every conversation 
The road noise is also loud without the shutters closed.
Marginally better with them closed 
No fridge in the room
No mirror at the dressing table to dry hair/do makeup.",8,10.0,10.0,10.0,10.0,7.5,10.0,"Dear Karen,
Thank you very much for your detailed review.
We’re delighted to hear that you enjoyed our location, staff,  room, and breakfast.
We also appreciate your feedback regarding the noise from Room 1, the road, and the lack of a fridge and mirror at the dressing table. Your comments are very valuable to us and will help us improve the experience for our future guests.
We hope to have the opportunity to welcome you back and provide an even better stay next time!
Warm Regards,
Alecrim Team"
24-11-2025,f6dce2c608ef3fd522dcd3a4ab897f855945309f2d04e64f86e507730137596a,076dc7559e29ed4eee1be5ea24a8770e2eea4bdcf163084b2dad76e248eab9b4,Perfect!,The staff were amazing. Very helpful and lovely to deal with. They couldn’t do enough for us. We had a lovely stay.,Everything was great.,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Susan,
Thank you so much for your wonderful review!
We’re thrilled to hear that you had a lovely stay and that our staff were so helpful and enjoyable to deal with. It’s always our goal to make our guests feel welcome and well cared for, and your kind words mean a lot to us.
We hope to have the pleasure of welcoming you back soon!
Warm Regards,
Alecrim Team"
24-11-2025,31c9d5ea36c02fb6e078be8501df95dd01c2bff055f1c41d6dc32a649d5d0a1e,4842d40b5250f8abda996c15dba3593e772532b67f73e071d942e02384168f0f,,"Top Lage, gute Ausstattung und sehr nettes Personal.",,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Nannan,
Thank you so much for your wonderful review and for the maximum rating!
Your kind words mean a lot to us, and we look forward to welcoming you back soon!
Warm Regards,
Alecrim Team"
24-11-2025,875c38ea0af3c7201c0a7919044704bf752c3453f744143d7a90ae6b2cbb98df,c903434d2b91e2cfc57e9a2ef3cb94d80514c1eed705c8ccc7d681f264e80c93,,La posizione; la cordialità dello staff; la camera e la sua pulizia; la colazione.,,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Dogoua,
Thank you so much for the top rating!
We truly appreciate your kind words about our location, the friendliness of our staff, the room and its cleanliness, and our breakfast.
It was a pleasure having you with us, and we hope to welcome you back again soon!
Warm Regards,
Alecrim Team"
24-11-2025,f51655271219402f7202ae026de7bc83841cea1664485ff7e8d057da025b6cc1,1e010bcf2d2bb27a24bed14a3bedf4cf3a6779bc856fa548510f8c23044dd945,"If i could give this hotel 11 out of 10, I would!","Stunning hotel with the friendliest, most helpful staff! Terrific location! ",,10,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Fiama,
Thank you so much for your amazing review!
If we could give you 11 out of 10 as a guest, we would too! Your kind words mean a lot to us, and we hope to welcome you back again very soon!
Warm Regards,
Alecrim Team"
25-11-2025,1164155af3748d9cdfe2a58b60a680191d36f4436dfda89b7d23da1aa1b86635,c053f4979c3861d13d4d25838400a1c4f50a33d84909346d2739aedb89face96,"Great location, great staff, nice free breakfast…would recommend staying here","Beautiful central location to the old city and major landmark’s of Lisbon   Very historic and lovely decorated. Staff were truly the highlight from the front desk to the kitchen staff 
We arrived post cruise, the kitchen staff let us in. Once the front desk arrived, they gave us a free breakfast…even though we hadn’t checked in yet.  Delivered our bags to our home before we returned later in the afternoon.  Attention to detail was noticed.","We were in room #6 (2nd floor) facing the street quite noisy with traffic. We stayed on the weekend, so many late night party goers hooping it up while passingby",8,10.0,10.0,10.0,10.0,10.0,10.0,"Dear Vincent,
Thank you so much for sharing your detailed and thoughtful review!
We’re delighted to hear that you enjoyed our location, staff, and complimentary breakfast, and that you would recommend staying with us. It’s wonderful to know you appreciated being so close to the historic center and Lisbon’s major landmarks, as well as our hotel’s charming décor.
Your kind words about our front desk and kitchen team truly mean a lot. They will be thrilled to know their hospitality made such a positive impression, especially after your cruise arrival. We’re glad we could offer breakfast early and take care of your luggage before your room was ready.
We’re sorry to hear about the noise from the street during your stay in Room 6. Being in such a central location can sometimes bring extra weekend activity, but we understand how this can affect comfort. We truly appreciate the feedback.
Thank you again for your recommendation and for noticing the attention to detail. We hope to have the pleasure of welcoming you back, perhaps in a quieter room, on your next visit to Lisbon!
Warm Regards,
Alecrim Team"
